Fondos de la Comisión Sectorial de Investigación Científica (CSIC) a través de su programa para la Comprensión Pública de Temas de Interés General (Art.2) y de la Comisión Coordinadora Interior (CCI) de la UdelaR|Comisión Sectorial de Investigación Científica-UDELAR|1|Comisión Coordinadora del Interior-UDELAR|1||||||
Fondos Europeos. Programa Leonardo|Programa Leonardo|2||||||||
Fondos Montevideo Danza Contemporánea / Fundación Itaú|Ministerio de Educación y Cultura|3|Fundación Itaú|8||||||
fondos propios||||||||||
Fondos propios de la comparsa||||||||||
Fondos propios del laboratorio||||||||||
Fondos Propios, UdelaR a través de Hospital de Clínicas, PDT|Hospital de Clínicas-UDELAR|1||||||||
FONTAGRO - INIA|FONTAGRO|1|Instituto Nacional de Investigación Agropecuaria |1||||||
FONTAGRO-INIA|FONTAGRO|1|Instituto Nacional de Investigación Agropecuaria |1||||||
Forbel|Forbel|5||||||||
Forestal Oriental|Forestal Oriental SA|5||||||||
Forestal Oriental S.A|Forestal Oriental SA|5||||||||
Fotoclub Uruguayo|Fotoclub Uruguayo|5||||||||
FPTA|Fondo de Promoción de Tecnología Agropecuaria|1||||||||
FPTA-INIA|Fondo de Promoción de Tecnología Agropecuaria|1||||||||
Fredierich Neumann|Fredierich Neumann|12||||||||
Fucvam|FUCVAM|9||||||||
Funarte, Brasil|FUNARTE|10||||||||
Fundação do Patrimônio Histórico e Artístico de Pernambuco (FUNDARPE) / Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN).|Fundação do Patrimônio Histórico e Artístico de Pernambuco (FUNDARPE)|10|Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN)|10||||||
Fundação Getulio Vargas, Northwestern University, Pontificia Universidad Católica de Chile, Universidad Torcuato Di Tella,|Fundação Getulio Vargas|10|Northwestern University|2|Pontificia Universidad Católica de Chile|2|Universidad Torcuato Di Tella|2||
Fundacao Universitária Iberoamericana|Fundacao Universitária Iberoamericana|2||||||||
FUNDACIBA - Syntex S.A.|FUNDACIBA|1|Syntex SA|8||||||
FUNDACIBA-Syntex|FUNDACIBA|1|Syntex SA|8||||||
Fundaciï¿½n A Ganar, Partners of America|Fundación Ganar|5|Partners of America|8||||||
Fundación CAPES/MEC/Brasil/|Fundación CAPES|10|Ministerio de Educación y Cultura|3||||||
Fundación Carlos Chagas- J.D. and K Mac Arthur Foundation (PRODIR)|Fundación Carlos Chagas|10|Catherine MacArthur Foundation|10||||||
Fundación Comunica|Fundación Comunica|8||||||||
Fundación IRAUy - Institut Pasteur de Montevideo|Fundación IRAUy |9|Institut Pasteur de Montevideo|1||||||
Fundación Julio Ricaldoni|Fundación Julio Ricaldoni|1||||||||
Fundación Pablo Atchugarry|Fundación Pablo Atchugarry|9||||||||
Fundación Ricaldoni|Fundación Julio Ricaldoni|1||||||||
Fundación RICALDONI de la Facultad de Ingeniería de la Universidad de la República|Fundación Julio Ricaldoni|1|Facultad de Ingeniería-UDELAR|1||||||
Fundación Ricaldoni y Facultad de Arquitectura|Fundación Julio Ricaldoni|1|Facultad de Arquitectura-UDELAR|1||||||
Fundación Santander|Fundación Santander|8||||||||
Fundación Universitaria Iberoamericana|Fundación Universitaria Iberoamericana|2||||||||
Funiber (Brasil)|Fundación Universitaria Iberoamericana|2||||||||
Future Farm Industries Cooperative Research Centre|Future Farm Industries Cooperative Research Centre|8||||||||
Galería L'atelier du midi|Galería L'atelier du midi|9||||||||
Galería Le Magasin de Jouets|Galería Le Magasin de Jouets|9||||||||
Gallery elementos publicitarios|Gallery elementos publicitarios|9||||||||
GEF (Global Environmental Foundation)|Global Environmental Foundation-GEF|10||||||||
GEF DINARA FAO GCP/URU/030/GFF|Global Environmental Foundation-GEF|10||||||||
Generalitat de Cataluña, Departamento de Trabajo|Generalitat de Catalunya|10||||||||
Generalitat de Catalunya|Generalitat de Catalunya|10||||||||
Generation Challenge Program (CG-Centers), Bill & Melinda Gates Foundation|Generation Challenge Program (CG-Centers)|2|Bill & Melinda Gates Foundation|8||||||
GERDAU - LAISA|GERDAU - LAISA|5||||||||
Gerdau Laisa|GERDAU - LAISA|5||||||||
German Federal Ministry of Education and Research|German Federal Ministry of Education and Research|10||||||||
Global Greengrants Fund|Global Greengrants Fund|10||||||||
Gobierno de la  República Popular de Angola|Gobierno de la  República Popular de Angola|10||||||||
Gobierno de la Región PACA /// Consejo departamental Bouches-du-Rhône|Gobierno de la Región PACA|10|Consejo departamental Bouches-du-Rhône|10||||||
Gobierno de Navarra, Ayuntamiento de Pamplona, Federación Navarra de Municipios y Consejos.|Federación Navarra de Municipios y Consejos|10||||||||
Gobierno de Navarra, Ayuntamiento de Zizur Mayor, Ayuntamiento de Tudela, Ayuntamiento de Pamplona|Gobierno de Navarra|10||||||||
Gobierno francés|Gobierno Francés|10||||||||
Gobierno Nacional|Gobierno Nacional|3||||||||
Goethe-Institut Uruguay|Goethe-Institut Uruguay|10||||||||
Google summer of code 2017|Google Summer of Code|8||||||||
GRECMU- IDRC/Canadá|IDRC|10|Grupo de Estudios sobre la Condición de la Mujer uruguaya|9||||||
Grupo de actores y Museo de la Memoria|Grupo de actores y Museo de la Memoria|9||||||||
Grupo de artistas y Zeitgeist|Grupo de artistas y Zeitgeist|12||||||||
Grupo de Estudios Urbanos|Facultad de Arquitectura-UDELAR|1||||||||
Grupo de Seguridad Informática (GSI), Facultad de Ingeniería, Universidad de la República, Montevideo, Uruguay|Facultad de Ingeniería-UDELAR|1||||||||
Grupo Viveros del Uruguay|Grupo Viveros del Uruguay|5||||||||
Hermann Miller|Hermann Miller|8||||||||
Hijas de Ma. Auxiliadora - Uruguay|Colegio Hijas de María Auxiliadora|11||||||||
Hormigones Artigas|Hormigones Artigas|5||||||||
Hospital de Clínicas HC UdelaR|Hospital de Clínicas-UDELAR|1||||||||
Humanities Research Grant from the Faculty of Graduate Studies and Research, McGill University|McGill University|2||||||||
IAEA|IAEA-Laboratorio Tecnológico del Uruguay|1||||||||
Iberescena|Iberescena|10||||||||
ICAU|Instituto Nacional del Cine y el Audiovisual Uruguayo|3||||||||
ICAU - BROU / LICCOM (UDELAR)|Instituto Nacional del Cine y el Audiovisual Uruguayo|3|Banco de la República Oriental del Uruguay|4|Licenciatura en Ciencias de la Comunicación-UDELAR|1||||
ICAU y Montevideo Filma (IMM)|Instituto Nacional del Cine y el Audiovisual Uruguayo|3|Intendencia de Montevideo|3||||||
ICAU · Intendencia de Montevideo|Instituto Nacional del Cine y el Audiovisual Uruguayo|3|Intendencia de Montevideo|3||||||
IDRC|IDRC|10||||||||
IDRC- copeh|IDRC|10||||||||
IDRC/ IBASE/POLIS/Cotidiano Mujer/FCS|IDRC|10|IBASE|8|POLIS|12|Cotidiano Mujer|9|Facultad de Ciencias Sociales-UDELAR|1
IEA- Universidad de Sevilla|Universidad de Sevilla|2||||||||
IET|Facultad de Ingeniería-UDELAR|1||||||||
IGCP|International Geoscience Programme-UNESCO|10||||||||
IGCP-UNESCO|International Geoscience Programme-UNESCO|10||||||||
Iglesia Evangélica del Río de la Plata|Iglesia Evangélica del Río de la Plata|9||||||||
IIBCE|Instituto de Investigaciones Biológocas Clemente Estable|1||||||||
IICA|Instituto Interamericano de Cooperación para la Agricultura|10||||||||
IICA-Ecuador|Instituto Interamericano de Cooperación para la Agricultura|10||||||||
ILESA|ILESA|12||||||||
IMC|Intendencia de Canelones|3||||||||
IMC-FESUR|Intendencia de Canelones|3|FESUR|9||||||
IMColonia|Intendencia de Colonia|3||||||||
IMLA/UdelaR|Instituto Médico de Lenguaje y Aprendizaje|7|Universidad de la República|1||||||
IMM|Intendencia de Montevideo|3||||||||
IMM, Junta Nacional de Drogas, Facultad de Psicología, El Abrojo ONG|Intendencia de Montevideo|3|Junta Nacional de Drogas|3|Facultad de Psicología-UDELAR|1|El Abrojo|9||
IMM, UNICEF.|Intendencia de Montevideo|3|Fondo de las Naciones Unidas para la Infancia|10||||||
IMM-BID|Intendencia de Montevideo|3|Banco Interamericano de Desarrollo|10||||||
IMMa, Convenio con UDELAR|Intendencia de Maldonado|3|Universidad de la República|1||||||
IMP en Convenio con Udelar|Intendencia de Paysandú|3||||||||
IMR|Intendencia de Rocha|3||||||||
INAMU ï¿½ MIDES ï¿½ BIRF|Instituto Nacional de la Música|11|Ministerio de Desarrollo Social|3|Banco Internacional de Reconstrucción y Fomento|10||||
INAMU/AECID|Instituto Nacional de la Música|11|Agencia Española de Cooperación Internacional para el Desarrollo|10||||||
INAU|Instituto del Niño y Adolescente del Uruguay|3||||||||
INCA S.A.|Pinturas INCA SA|5||||||||
Independiente.||||||||||
Industria privada||||||||||
INE. Instituto Nacional de Estadística|Instituto Nacional de Estadística|3||||||||
INEEd|Instituto Nacional de Evaluación Educativa|3||||||||
INFAMILIA, MIDES|Programa INFAMILIA-Ministerio de Desarrollo Social|3||||||||
Ingesur SRL|Ingesur SRL|5||||||||
INIA|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA - FAGRO|Instituto Nacional de Investigación Agropecuaria|1|Facultad de Agronomía|1||||||
INIA - Fondo Promoción Tecnología Agropecuaria|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA - FPTA|FPTA-Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA - FPTA-CLU|Instituto Nacional de Investigación Agropecuaria|1|Central Lanera Uruguaya|5||||||
INIA - INASE|Instituto Nacional de Investigación Agropecuaria|1|Instituto Nacional de Semillas|1||||||
INIA - LAGE y Cia SA|Instituto Nacional de Investigación Agropecuaria|1|LAGE y Cia SA|5||||||
INIA - Sociedad Criadores Aberdeen Angus del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Aberdeen Angus del Uruguay|51||||||
INIA - Sociedad Criadores Aberdeen Angus del Uruguay - Fac. Agronomia|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Aberdeen Angus del Uruguay|51|Facultad de Agronomía-UDELAR|1||||
INIA - Sociedad Criadores Braford del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Braford del Uruguay|51||||||
INIA - Sociedad Criadores Hereford del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Hereford del Uruguay|51||||||
INIA - Sociedad de Criadores Aberdeen Angus del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Aberdeen Angus del Uruguay|51||||||
INIA - Sociedad de Criadores Aberdeen Angus del Uruguay - FA|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Aberdeen Angus del Uruguay|51||||||
INIA - Sociedad de Criadores Braford del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores Braford del Uruguay|51||||||
INIA - Universidad Politécnica de Valencia|Instituto Nacional de Investigación Agropecuaria|1|Universidad Politécnica de Valencia|2||||||
INIA - UPV|Instituto Nacional de Investigación Agropecuaria|1|Universidad Politécnica de Valencia|2||||||
INIA -UDELAR|Instituto Nacional de Investigación Agropecuaria|1|Universidad de la República|1||||||
INIA a través de proyecto FPTA de Facultad de Agronomía.|Instituto Nacional de Investigación Agropecuaria|1|Facultad de Agronomía-UDELAR|1||||||
INIA FPTA|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA Las Brujas|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA Las Brujas.|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA Uruguay|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA Uruguay y Mesa Nacional de Entidades de Cebada Cervecera|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Entidades de Cebada Cervecera|9||||||
INIA y FPTA-CLU|Instituto Nacional de Investigación Agropecuaria|1|Central Lanera Uruguaya|5||||||
INIA y Mesa NAcional de Cebada|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Cebada|9||||||
INIA y MNC|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Cebada|9||||||
INIA, ALFA-LAVAL|Instituto Nacional de Investigación Agropecuaria|1|ALFA-LAVAL|8||||||
INIA, BID|Instituto Nacional de Investigación Agropecuaria|1|Banco Interamericano de Desarrollo|10||||||
INIA, CIAAB- MGAP|Instituto Nacional de Investigación Agropecuaria|1|Centro de Investigaciones Agrícolas Alberto Boerger|1|Ministerio de Ganadería Agricultura y Pesca |3||||
INIA, CSIC, PDT|Instituto Nacional de Investigación Agropecuaria|1|Comisión Sectorial de Investigación Científica-UDELAR|1||||||
INIA, Facultad de Agronomia y DGSA Minsiterio|Instituto Nacional de Investigación Agropecuaria|1|Facultad de Agronomía-UDELAR|1|Ministerio de Ganadería Agricultura y Pesca |3||||
INIA, INASE, DGSA/MGAP|Instituto Nacional de Investigación Agropecuaria|1|Instituto Nacional de Semillas|1|Ministerio de Ganadería Agricultura y Pesca |3||||
INIA, Instituto Nacional de Investigación Agropecuaria; SUL, Secretariado Uruguayo de la Lana|Instituto Nacional de Investigación Agropecuaria|1|Secretariado Uruguayo de la Lana|9||||||
INIA, INTA|Instituto Nacional de Investigación Agropecuaria|1|Instituto Nacional de Tecnología Agropecuaria|10||||||
INIA, Mesa Nacional de Entidades de Cebada|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Entidades de Cebada Cervecera|9||||||
INIA, SCHU, ANII|Instituto Nacional de Investigación Agropecuaria|1|Sociedad de Criadores de Hereford del Uruguay|51|Agencia Nacional de Investigación e Innovación|3||||
INIA- Las Brujas|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA-BID|Instituto Nacional de Investigación Agropecuaria|1|Banco Interamericano de Desarrollo|10||||||
INIA-FA|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA-FPTA|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA-INASE-DGSA|Instituto Nacional de Investigación Agropecuaria|1|Instituto Nacional de Semillas|1|Ministerio de Ganadería Agricultura y Pesca |3||||
INIA-LIA|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA-MGAP|Instituto Nacional de Investigación Agropecuaria|1|Ministerio de Ganadería, Agricultura y Pesca|3||||||
INIA-MGAP-Fac. Agronomía y demás integrantes del comité técnico del programa de producción integrada hortícola|Instituto Nacional de Investigación Agropecuaria|1|Ministerio de Ganadería, Agricultura y Pesca|3|Facultad de Agronomía-UDELAR|1||||
INIA-MNECC|Instituto Nacional de Investigación Agropecuaria|1||||||||
INIA-Sandupay|Instituto Nacional de Investigación Agropecuaria|1|Sandupay|8||||||
INIA-SCHU -INML - FA- ARU|Instituto Nacional de Investigación Agropecuaria|1|Sociedad de Criadores de Hereford del Uruguay|51||||||
INIA-SCHU -INML - FA- ARU - MGAP|Instituto Nacional de Investigación Agropecuaria|1|Facultad de Agronomía-UDELAR|1|Asociación Rural del Uruguay|51|Ministerio de Ganadería Agricultura y Pesca|3||
INIA-Sociedad Criadore Holando -INML - FA- ARU|Instituto Nacional de Investigación Agropecuaria|1|Sociedad Criadores de Holando|51|Facultad de Agronomía-UDELAR|1|Asociación Rural del Uruguay|51||
INIA-Sociedad de criadores Hereford del Uruguay|Instituto Nacional de Investigación Agropecuaria|1|Sociedad de Criadores de Hereford del Uruguay|51||||||
INIA-UDELAR|Instituto Nacional de Investigación Agropecuaria|1|Universidad de la República|1||||||
INIA-Universidad Politécnica de Valencia|Instituto Nacional de Investigación Agropecuaria|1|Universidad Politécnica de Valencia|2||||||
INIA.MNC|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Cebada|9||||||
INIA/CIAT/CIRAD|Instituto Nacional de Investigación Agropecuaria|1|Centro Internacional de Agricultura Tropical - CIAT|10|CIRAD|10||||
INIA_DILAVE|Instituto Nacional de Investigación Agropecuaria|1|División de Laboratorios Veterinarios – MGAP|3||||||
Innocentive, Inc.|Innocentive, Inc.|8||||||||
INNOVAGRO|INNOVAGRO|1||||||||
INRIA France|INRIA France|2||||||||
INRIA, Instituto de Computación (Fac. de Ingeniería, Udelar), PEDECIBA|INRIA France|2|Facultad de Ingeniería-UDELAR|1|Programa de Desarrollo de las Ciencias Básicas|1||||
Insituto Nacional de Investigación Agropecuaria|Instituto Nacional de Investigación Agropecuaria|1||||||||
inst financiadora producto||||||||||
Institucional CEIU- Fac. de Humanidades y Ciencias de la educación|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
Institucional. CEIU- Fac. de Humanidades y Ciencias de la Educación|Facultad de Humanidades y Ciencias de la Educación-UDELAR|1||||||||
Instituo Nacional de Investigación Agropecuaria|Instituto Nacional de Investigación Agropecuaria|1||||||||
Institut Pasteur|Institut Pasteur de Montevideo|1||||||||
Institut Pasteur de Montevideo|Institut Pasteur de Montevideo|1||||||||
Institut Pasteur Montevideo- Instituto Clemente Estable|Institut Pasteur de Montevideo|1|Instituto de Investigaciones Biológicas Clemente Estable|1||||||
Institutes for Molecular Medicine|Institutes for Molecular Medicine|2||||||||
Instituto||||||||||
"Instituto ""Escuela Nacional de Bellas Artes"""|Instituto Escuela Nacional de Bellas Artes-UDELAR|1||||||||
Instituto de Computación, Facultad de Ingeniería, Universidad de la República.|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Estructuras y Transporte, FING, UDELAR|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Fisica- Facultad de Ingeniería UDELAR|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Formación Vial INFORVIAL y Rotary Internacional y Rotaract Internacional distritos 4960, 4970 y 4980.|Instituto de Formación Vial INFORVIAL|12|Rotary Internacional|9||||||
Instituto de Higiene y Dto de Desarrollo Biotecnológico|Instituto de Higiene-UDELAR|1|Departamento de Desarrollo Biotecnológico|1||||||
Instituto de Higiene y MSP|Instituto de Higiene-UDELAR|1|Ministerio de Salud Pública|3||||||
Instituto de Ing. Química- Facultad de ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Ingeniería Eléctrica|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Ingeniería Química - Facultad de Ingeniería|Facultad de Ingeniería-UDELAR|1||||||||
Instituto de Investigaciones Biológicas Alexander von Humboldt|Instituto de Investigaciones Biológicas Alexander von Humboldt|2||||||||
Instituto de Investigaciones Biológicas Clemente Estable (IIBCE)|Instituto de Investigaciones Biológicas Clemente Estable|1||||||||
Instituto del Niño y Adolescente del Uruguay|Instituto del Niño y Adolescente del Uruguay|3||||||||
Instituto del Niño y Adolescente del Uruguay - AECI|Instituto del Niño y Adolescente del Uruguay|3|AECI|12||||||
Instituto Genius - Manaos, Brasil|Instituto Genius|8||||||||
Instituto Geologico del Uruguay|Instituto Geologico del Uruguay-MIEM|3||||||||
Instituto Inter-Americano de Investigaciones sobre Cambio Global|Instituto Interamericano de Investigaciones sobre Cambio Global|10||||||||
Instituto Interamericano del Niño - Oraganización de Estados Americanos (IIN-OEA)|Instituto Interamericano del Niño, la Niña y Adolescentes|10|Oraganización de Estados Americanos|10||||||
Instituto Interamericano del Niño - Organización de Estados Americanos|Instituto Interamericano del Niño, la Niña y Adolescentes|10|Oraganización de Estados Americanos|10||||||
Instituto Interamericano del Niño - Organización de Estados Americanos (IIN-OEA)|Instituto Interamericano del Niño, la Niña y Adolescentes|10|Oraganización de Estados Americanos|10||||||
Instituto Mexicano del Petróleo|Instituto Mexicano del Petróleo|10||||||||
Instituto Militar de Estudios Superiores (I.M.E.S.)|Instituto Militar de Estudios Superiores |11||||||||
Instituto Nacional de Investigación Agropecuaria|Instituto Nacional de Investigación Agropecuaria|1||||||||
Instituto Nacional de Investigación Agropecuaria (INIA)|Instituto Nacional de Investigación Agropecuaria|1||||||||
Instituto Nacional de Investigación Agropecuaria (INIA) y Mesa Nacional de Entidades de Cebada Cervecera (MNECC)|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Entidades de Cebada Cervecera|9||||||
Instituto Nacional de Investigación Agropecuaria (INIA) y Mesa Nacional de Entidades de Cebada Cervecera (MNECC).|Instituto Nacional de Investigación Agropecuaria|1|Mesa Nacional de Entidades de Cebada Cervecera|9||||||
Instituto Nacional de Investigación Agropecuaria - INIA|Instituto Nacional de Investigación Agropecuaria|1||||||||
Instituto Nacional de Investigación Agropecuaria INIA|Instituto Nacional de Investigación Agropecuaria|1||||||||
Instituto Nacional de Investigación Agropecuaria, Uruguay|Instituto Nacional de Investigación Agropecuaria|1||||||||
Instituto Nacional de Investigación Agropecuaria.|Instituto Nacional de Investigación Agropecuaria|1||||||||
INSTITUTO NACIONAL DE LA JUVENTUD|Instituto Nacional de la Juventud|3||||||||
Instituto Nacional de las Mujeres - Mides|Instituto Nacional de las Mujeres|3||||||||
Instituto Oficial de Radio y Televisión de España (IORTV)|Instituto Oficial de Radio y Televisión de España|2||||||||
Instituto Pasteur de Montevideo|Institut Pasteur de Montevideo|1||||||||
Instituto Plan Agropecuario|Instituto Plan Agropecuario|3||||||||
Institutos Normales de Montevideo. 2009|Institutos Normales de Montevideo|3||||||||
Instrituto Nacional de Investigación Agropecuaria|Instituto Nacional de Investigación Agropecuaria|1||||||||
Intendencia de Montevideo|Intendencia de Montevideo|3||||||||
Intendencia de Montevideo (IM)|Intendencia de Montevideo|3||||||||
Intendencia de Montevideo - Teatro Solís|Intendencia de Montevideo|3||||||||
Intendencia de Montevideo, Fondo Capital|Intendencia de Montevideo|3||||||||
INtendencia Departamental de Maldonado|Intendencia de Montevideo|3||||||||
Intendencia Departamental de Montevideo - UDELAR|Intendencia de Montevideo|3||||||||
Intendencia Municipal de Montevideo|Intendencia de Montevideo|3||||||||
Intendencia Municipal de Montevideo - Unidad Técnica de Alumbrado Público|Intendencia de Montevideo|3||||||||
Intendencia municipal de montevideo, Junta de Cataluña|Intendencia de Montevideo|3|Junta de Cataluña|10||||||
Interfase S.A.|Interfase SA|5||||||||
INTERFASE-ANTEL|Interfase SA|5|Administración Nacional de Telecomunicaciones|4||||||
International Programmes in Chemical Sciences (IPICS)|International Programmes in Chemical Sciences|2||||||||
International Symposium on Electronic Arts, ISEA 2016|International Symposium on Electronic Arts|2||||||||
INTI-PEDECIBA|Instituto Nacional de Tecnología Industrial|10|Programa de Desarrollo de las Ciencias Básicas|1||||||
inversión privada||||||||||
IPfone|IPfone|8||||||||
IPGH|Instituto Panamericano de Geografía e Historia|10||||||||
IPICS,URUFARMA SA, IIBCE,FAC QUIMICA|IPICS|11|Laboratorio Urufarma SA|5|Instituto de Investigaciones Biológicas Clemente Estable|1|Facultad de Química-UDELAR|1||
IPMon en colaboración con la Univ. Nac. de La Plata, Argentina|Institut Pasteur de Montevideo|1|Universidad Nacional de La Plata|2||||||
IPMon en colaboración con Univ. Nac. de La Plata, Argentina.|Institut Pasteur de Montevideo|1|Universidad Nacional de La Plata|2||||||
IRPHE / LABEX AMU|IRPHE|2|LABEX AMU|8||||||
ISTEC|ISTEC SRL|5||||||||
IUACJ|"Instituto Universitario ""IUACJ"""|1||||||||
James Instruments Inc.|James Instruments Inc.|8||||||||
JND, RENADRO. Fundación Dianova|Junta Nacional de Drogas|3|Fundación Dianova|9||||||
Julio Brenner y Asociados. IPSA. Investigaciones de mercado|Julio Brenner y Asociados|12|Frigorifico IPSA|5||||||
Jumecal|Jumecal|9||||||||
Junta Nacional de Drogas, Presidencia de la República|Junta Nacional de Drogas|3|Presidencia de la República|3||||||
Kedal S. A.|Kedal SA|5||||||||
KU Leuven|KU Leuven|2||||||||
KU Leuven-Erasmus|KU Leuven|2|Erasmus Mundus-Comisión Europea|||||||
la diaria|La Diaria|5||||||||
La Fábrica - España|La Fábrica|8||||||||
La propietaria|La propietaria|5||||||||
Lab. Cibeles|Laboratorio Cibeles|5||||||||
Lab. Greenlab, IPICS, IIBCE|Laboratorio Greenlab|5|IPICS: Escuela de psicologia en la ciudad de México|2|Instituto de Investigaciones Biológicas Clemente Estable|1||||
Lab. Silanes|Laboratorio Silanes|8||||||||
Laboratorio Athena - Fundaquim|Laboratorio Athena |5|Fundaquim|1||||||
Laboratorio Celsius|Laboratorio Celsius|5||||||||
Laboratorio Celsius SA  y CSIC|Laboratorio Celsius|5|Comisión Sectorial de Investigación Científica-UDELAR|1||||||
Laboratorio Cibeles|Laboratorio Cibeles|5||||||||
Laboratorio de Arqueologia del Paisaje de Santiago de Compostela-Insitiuto de Estudios Galegos Padre Sarmiento-Consejo Superior de Investigaciones Científicas (España)|Laboratorio de Arqueologia del Paisaje de Santiago de Compostela|8|Consejo Superior de Investigaciones Científicas  CSIC  España|10||||||
Laboratorio de Diagnósticos Biotecnológicos SRL|Laboratorio de Diagnósticos Biotecnológicos SRL|5||||||||
Laboratorio de Patrimonio (CSIC)|Laboratorio de Patrimonio |8||||||||
Laboratorio de tipificación de ADN equino. Facultad de Veterinaria. UDELAR.|Facultad de Veterinaria-UDELAR|1||||||||
Laboratorio Gautier|Laboratorio Gautier|5||||||||
Laboratorio privado/proyecto ENLACES|Proyecto ENLACES|12||||||||
Laboratorio privado/Proyecto ENLACES URY 2003/5906|Proyecto ENLACES|12||||||||
Laboratorio PRONDIL|Laboratorio Prondil SA|5||||||||
Laboratorio Santa Elena - Virbac|Laboratorio Santa Elena SA|5|Virbac Uruguay SA|5||||||
Laboratorio Santa Elena y Vinos Finos Juan Carrau|Laboratorio Santa Elena SA|5|Vinos Finos Juan Carrau SA|5||||||
Laboratorio Syntex SA|Laboratorio Syntex SA|8||||||||
Laboratorio Techi S.A.|Laboratorio Techi SA|5||||||||
Laboratorio Tecnológico del Uruguay|Laboratorio Tecnológico del Uruguay|1||||||||
Laboratorio U ruguay SA|Laboratorio Uruguay SA|5||||||||
Laboratorio Uruguay S.A. (LUSA)|Laboratorio Uruguay SA|5||||||||
Laboratorio Uruguay SA|Laboratorio Uruguay SA|5||||||||
Laboratorios Celsius|Laboratorio Cibeles|5||||||||
Laboratorios Celsius S.A|Laboratorio Cibeles|5||||||||
Laboratorios Celsius S.A.|Laboratorio Cibeles|5||||||||
Laboratorios Gunther Schaaf|Laboratorio Gunther Schaaf|5||||||||
laboratorios onacril|Laboratorio Onacril|12||||||||
Laboratorios Santa Elena|Laboratorio Santa Elena SA|5||||||||
Laboratorios Santa Elena, ANII|Laboratorio Santa Elena SA|5|Agencia Nacional de Investigación e Innovación|3||||||
Laboratorios Santa Elena; ANII.|Laboratorio Santa Elena SA|5|Agencia Nacional de Investigación e Innovación|3||||||
Laboratorios Silanes|Laboratorio Silanes|8||||||||
Laboratorios Urufarma|Laboratorio Urufarma|5||||||||
Laboratorios Wiener (Argentina)|Laboratorio Wiener|8||||||||
LACCIR, Microsoft Research|Universidad Católica de Chile|2|Microsoft Research|8||||||
Lage y Cia, S.A.|Lage y Cia S.A.|5||||||||
Lanas Trinidad S.A.|Lanas Trinidad SA|5||||||||
Lanera Santa María S.A.|Lanera Santa María SA|5||||||||
Las propietarias + BHU|Banco Hipotecario del Uruguay|4||||||||
LATU|Laboratorio Tecnológico del Uruguay|1||||||||
LATU-BID - Fondo Rayuela|Laboratorio Tecnológico del Uruguay|1|Banco Interamericano de Desarrollo|10|Fondo Rayuela|12||||
ley de Fundaciones   Instituto de Fisica|Instituto de Física|1||||||||
Llamale H|Llamale H|9||||||||
Lugo Cultural. USC (España)|Lugo Cultural|9||||||||
LUSA|LUSA|12||||||||
M.V.O.T.M.A.|Ministerio de Vivienda, Ordenamiento Territorial y Medio Ambiente|3||||||||
Makhteshim Agan (Israel), a través de Lanafil SA (Uruguay)|Makhteshim Agan|8|Lanafil SA|5||||||
Makhteshim Agan (Israel), bajo concesión de Lanafil SA (Uruguay)|Makhteshim Agan|8|Lanafil SA|5||||||
Maltería Oriental S.A.|Maltería Oriental SA|5||||||||
Maltería Oriental SA|Maltería Oriental SA|5||||||||
Manosanta desarrollo editorial|Manosanta desarrollo editorial|9||||||||
MAPRED|MAPRED|5||||||||
MEC|Ministerio de Educación y Cultura|3||||||||
